Barcode,Height (cm),Tree type,Health,Diameter (mm),Notes,Created By,Date,Cell No.,Link Record,Tree classification,Basalt,Soil Innoculation,Group (from Link Record),Download image name,Cell Planted Date (from Link Record),Plant week no (from Link Record),1st Measure Week No.,Weeks of growth to first measure,Height/Week of growth (cm),Plant height reference,Size range at planting (cm),Age (from Plant height reference 2),Diameter (mm) 12-21,Height (cm) 12-21,12-21 Update date,12-21 Updated by,Replanted 2-22,Diameter at base 2-22 replant,Height 2-22 replant,Replant measured by,Replant 2-22 measure date,Base Diameter (mm) (10-22),Diameter at 1.3m (mm) (10-22),Top Whorl Height (cm) (10-22),Height to tip (cm) (10-22),Dead (10-22),Remeasured 10-22 by,10-22 Remeasure date,Conifer/ Broadleaf,Health (10-23),"Height to tip (cm, 10-23)","Diameter at 1.3m (mm, 10-23)","Base Diameter (mm, 10-23)",Collector (10-23),10-23 Data Collection,Location Est X/Y accuracy,Location Est Z accuracy,X,Y,Z,Notes 10-23,Location Offset
370095,89,Birch,Healthy,5.2,,charles nicholls,5/9/2021 12:43pm,37,37,Native Broadleaf,No,No,E,370095-2021-09-05,10/05/2021,20,37,17,5,2,20-40,1/0,,,,,,,,,,19,7,,183,,TCC12 CarbonCom,11/10/2022 2:22pm,Broadleaf,Alive,282,18,42,TCC3 CarbonCom,06/10/2023 14:49,0.01,0.02,280453.5658,241820.4276,219.071,,East
370096,50,Oak,Healthy,5.2,,charles nicholls,5/9/2021 12:42pm,37,37,Native Broadleaf,No,No,E,370096-2021-09-05,10/05/2021,20,37,17,3,1,30-100muk,1u2,,,,,,,,,,10,,,107,,TCC6 CarbonCom,11/10/2022 2:22pm,Broadleaf,Alive,118,,14,TCC3 CarbonCom,06/10/2023 14:50,0.01,0.01,280455.2277,241821.0374,219.0643,,East
370097,119,Rowan,Sick,9.4,Dry,charles nicholls,5/9/2021 12:41pm,37,37,Native Broadleaf,No,No,E,370097-2021-09-05,10/05/2021,20,37,17,7,5,30-40,1+0,,,,,,,,,,20,7,,190,,TCC6 CarbonCom,11/10/2022 2:22pm,Broadleaf,Alive,241,11,22,TCC3 CarbonCom,06/10/2023 14:51,0.01,0.02,280457.442,241821.7746,219.2087,,East
370098,83,Cherry,Healthy,7.5,,charles nicholls,5/9/2021 12:40pm,37,37,Native Broadleaf,No,No,E,370098-2021-09-05,10/05/2021,20,37,17,5,3,25-40,1u1,,,,,,,,,,17,7,,159,,TCC6 CarbonCom,11/10/2022 2:21pm,Broadleaf,Alive,199,12,37,TCC3 CarbonCom,06/10/2023 14:53,0.01,0.01,280459.0592,241822.3024,219.2449,,East
370099,75,Cherry,Healthy,7.2,,charles nicholls,5/9/2021 12:39pm,37,37,Native Broadleaf,No,No,E,370099-2021-09-05,10/05/2021,20,37,17,4,3,25-40,1u1,,,,,,,,,,16,,,118,,TCC6 CarbonCom,11/10/2022 2:20pm,Broadleaf,Alive,160,5,32,TCC4 CarbonCom,06/10/2023 14:53,0.01,0.01,280460.8915,241822.8845,219.3349,,East
370100,80,Oak,Vigorous ,8.6,,charles nicholls,5/9/2021 12:38pm,37,37,Native Broadleaf,No,No,E,370100-2021-09-05,10/05/2021,20,37,17,5,1,30-100muk,1u2,,,,,,,,,,13,2,,133,,TCC6 CarbonCom,11/10/2022 2:19pm,Broadleaf,Alive,136,3,21,TCC4 CarbonCom,06/10/2023 14:47,0.01,0.01,280462.1338,241823.5547,219.4105,,East
380001,34,Oak,Healthy,7.5,,charles nicholls,5/9/2021 12:25pm,38,38,Native Broadleaf,No,Yes,E,380001-2021-09-05,24/05/2021,22,37,15,2,1,30-100muk,1u2,,,,,,,,,,9,,,101,,TCC7 CarbonCom,11/10/2022 12:52pm,Broadleaf,Alive,128,,15,TCC2 CarbonCom,06/10/2023 12:31,0.02,0.03,280480.2102,241835.2488,220.4704,,West
380002,37,Oak,Healthy,5.2,,charles nicholls,5/9/2021 12:26pm,38,38,Native Broadleaf,No,Yes,E,380002-2021-09-05,24/05/2021,22,37,15,2,1,30-100muk,1u2,,,,,,,,,,10,,,96,,TCC7 CarbonCom,11/10/2022 12:53pm,Broadleaf,Alive,104,,15,TCC2 CarbonCom,06/10/2023 12:33,0.02,0.03,280482.1013,241835.8702,220.5817,,West
380003,70,Oak,Vigorous ,6.5,,charles nicholls,5/9/2021 12:27pm,38,38,Native Broadleaf,No,Yes,E,380003-2021-09-05,24/05/2021,22,37,15,5,1,30-100muk,1u2,,,,,,,,,,12,,,106,,TCC7 CarbonCom,11/10/2022 12:53pm,Broadleaf,Alive,102,,19,TCC2 CarbonCom,06/10/2023 12:35,0.02,0.02,280483.8523,241836.4489,220.6629,,West
380004,60,Cherry,Healthy,4.6,,charles nicholls,5/9/2021 12:28pm,38,38,Native Broadleaf,No,Yes,E,380004-2021-09-05,24/05/2021,22,37,15,4,3,25-40,1u1,,,,,,,,,,11,4,,132,,TCC7 CarbonCom,11/10/2022 12:54pm,Broadleaf,Dead,,,,TCC2 CarbonCom,06/10/2023 12:37,0.01,0.02,280485.8318,241837.1127,220.711,,West
380005,86,Rowan,Healthy,9.6, Multistem ,charles nicholls,5/9/2021 12:31pm,38,38,Native Broadleaf,No,Yes,E,380005-2021-09-05,24/05/2021,22,37,15,6,5,30-40,1+0,,,,,,,,,,14,5,,139,,TCC7 CarbonCom,11/10/2022 12:56pm,Broadleaf,Alive,197,9,20,TCC2 CarbonCom,06/10/2023 12:39,0.01,0.02,280487.6369,241837.467,220.7912,,West
380006,38,Alder,Healthy,4.9,,charles nicholls,5/9/2021 12:32pm,38,38,Native Broadleaf,No,Yes,E,380006-2021-09-05,24/05/2021,22,37,15,3,6,20-60,1u1,,,,,,,,,,13,,,92,,TCC10 CarbonCom,11/10/2022 12:54pm,Broadleaf,Alive,170,8,29,TCC2 CarbonCom,06/10/2023 12:42,0.01,0.02,280489.5005,241838.005,220.8773,,West
380007,49,Alder,Healthy,6,,charles nicholls,5/9/2021 12:33pm,38,38,Native Broadleaf,No,Yes,E,380007-2021-09-05,24/05/2021,22,37,15,3,6,20-60,1u1,,,,,,,,,,18,,,127,,TCC10 CarbonCom,11/10/2022 12:54pm,Broadleaf,Alive,226,7,34,TCC5 CarbonCom,06/10/2023 12:43,0.01,0.02,280491.1701,241838.4793,220.9005,,West
380008,38.5,Oak,Healthy,5.6,,Rebecca Bates,5/9/2021 12:33pm,38,38,Native Broadleaf,No,Yes,E,380008-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,9,,,83,,TCC10 CarbonCom,11/10/2022 12:53pm,Broadleaf,Alive,107,,8,TCC3 CarbonCom,06/10/2023 12:43,0.01,0.02,280493.1637,241839.0779,220.9279,,West
380009,101,Rowan,Vigorous ,8.5,,Rebecca Bates,5/9/2021 12:31pm,38,38,Native Broadleaf,No,Yes,E,380009-2021-09-05,24/05/2021,22,37,15,7,5,30-40,1+0,,,,,,,,,,21,12,,237,,TCC10 CarbonCom,11/10/2022 12:53pm,Broadleaf,Alive,277,14,25,TCC1 CarbonCom,06/10/2023 12:42,0.01,0.03,280495.2593,241839.58,221.0655,,West
380010,48,Oak,Healthy,5.6,,Rebecca Bates,5/9/2021 12:28pm,38,38,Native Broadleaf,No,Yes,E,380010-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,11,,,68,,TCC10 CarbonCom,11/10/2022 12:52pm,Broadleaf,Alive,84,,16,TCC1 CarbonCom,06/10/2023 12:39,0.01,0.04,280496.7435,241840.1938,221.1666,,West
380011,50,Oak,Healthy,4.6,,Bonnie Waring,5/9/2021 12:32pm,38,38,Native Broadleaf,No,Yes,E,380011-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,10,,,85,,Heather Allen,13/10/2022 11:49am,Broadleaf,Alive,91,,14,TCC5 CarbonCom,06/10/2023 12:34,0.01,0.02,280495.9824,241842.1657,221.1781,,West
380012,64,Oak,Healthy,5.2,,Bonnie Waring,5/9/2021 12:29pm,38,38,Native Broadleaf,No,Yes,E,380012-2021-09-05,24/05/2021,22,37,15,4,1,30-100muk,1u2,,,,,,,,,,12,,,108,,Heather Allen,13/10/2022 11:51am,Broadleaf,Alive,117,,8,TCC5 CarbonCom,06/10/2023 12:37,0.01,0.02,280494.1914,241841.5253,221.1058,,West
380013,38.5,Oak,Healthy,5,,Bonnie Waring,5/9/2021 12:28pm,38,38,Native Broadleaf,No,Yes,E,380013-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,12,6,,139,,Heather Allen,13/10/2022 11:52am,Broadleaf,Alive,144,6,15,TCC5 CarbonCom,06/10/2023 12:38,0.01,0.02,280492.3058,241841.0353,220.9765,,West
380014,110,Birch,Vigorous ,5,,Bonnie Waring,5/9/2021 12:25pm,38,38,Native Broadleaf,No,Yes,E,380014-2021-09-05,24/05/2021,22,37,15,7,2,20-40,1/0,,,,,,,,,,28,10,,208,,Heather Allen,13/10/2022 11:53am,Broadleaf,Alive,304,15,40,TCC5 CarbonCom,06/10/2023 12:39,0.01,0.02,280490.8286,241840.5952,220.8728,,West
380015,70,Birch,Healthy,2.4,,Bonnie Waring,5/9/2021 12:24pm,38,38,Native Broadleaf,No,Yes,E,380015-2021-09-05,24/05/2021,22,37,15,5,2,20-40,1/0,,,,,,,,,,18,,,129,,Heather Allen,13/10/2022 11:54am,Broadleaf,Alive,229,10,26,TCC5 CarbonCom,06/10/2023 12:41,0.01,0.02,280488.9946,241840.017,220.7784,,West
380016,92,Birch,Healthy,3.1,,Bonnie Waring,5/9/2021 12:23pm,38,38,Native Broadleaf,No,Yes,E,380016-2021-09-05,24/05/2021,22,37,15,6,2,20-40,1/0,,,,,,,,,,25,9,,197,,charles nicholls,11/10/2022 1:34pm,Broadleaf,Alive,274,16,36,TCC4 CarbonCom,06/10/2023 12:41,0.01,0.02,280487.1189,241839.3173,220.7082,,West
380017,103,Birch,Healthy,3.9,,Bonnie Waring,5/9/2021 12:21pm,38,38,Native Broadleaf,No,Yes,E,380017-2021-09-05,24/05/2021,22,37,15,7,2,20-40,1/0,,,,,,,,,,24,4,,218,,TCC3 CarbonCom,11/10/2022 12:53pm,Broadleaf,Alive,282,15,36,TCC4 CarbonCom,06/10/2023 12:37,0.01,0.02,280485.3351,241838.794,220.6843,,West
380018,48.5,Oak,Healthy,6.3,,Bonnie Waring,5/9/2021 12:18pm,38,38,Native Broadleaf,No,Yes,E,380018-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,12,,,90,,TCC14 CarbonCom,13/10/2022 11:54am,Broadleaf,Alive,107,,14,TCC4 CarbonCom,06/10/2023 12:34,0.01,0.02,280483.207,241838.0867,220.5982,,West
380019,61.5,Oak,Healthy,12.4,,Bonnie Waring,5/9/2021 12:17pm,38,38,Native Broadleaf,No,Yes,E,380019-2021-09-05,24/05/2021,22,37,15,4,1,30-100muk,1u2,,,,,,,,,,17,,,51,,Heather Allen,13/10/2022 11:54am,Broadleaf,Alive,91,,22,TCC4 CarbonCom,06/10/2023 12:31,0.02,0.03,280481.4169,241837.5677,220.5743,,West
380020,163,Rowan,Vigorous ,8.5,,Bonnie Waring,5/9/2021 12:15pm,38,38,Native Broadleaf,No,Yes,E,380020-2021-09-05,24/05/2021,22,37,15,11,5,30-40,1+0,,,,,,,,,,24,13,,239,,TCC3 CarbonCom,11/10/2022 12:57pm,Broadleaf,Alive,290,17,32,TCC4 CarbonCom,06/10/2023 12:28,0.01,0.02,280479.8009,241836.9722,220.4048,,West
380021,76,Alder,Healthy,7.5,,charles nicholls,5/9/2021 12:24pm,38,38,Native Broadleaf,No,Yes,E,380021-2021-09-05,24/05/2021,22,37,15,5,6,20-60,1u1,,,,,,,,,,26,5,,150,,TCC10 CarbonCom,11/10/2022 12:51pm,Broadleaf,Alive,240,21,49,TCC3 CarbonCom,06/10/2023 12:20,0.01,0.02,280479.7083,241839.1013,220.5056,,West
380022,70,Birch,Healthy,4.2,,charles nicholls,5/9/2021 12:23pm,38,38,Native Broadleaf,No,Yes,E,380022-2021-09-05,24/05/2021,22,37,15,5,2,20-40,1/0,,,,,,,,,,16,5,,164,,TCC10 CarbonCom,11/10/2022 12:50pm,Broadleaf,Alive,210,10,30,TCC3 CarbonCom,06/10/2023 12:22,0.02,0.03,280481.493,241839.8081,220.6245,,West
380023,85,Birch,Healthy,5.7,,charles nicholls,5/9/2021 12:22pm,38,38,Native Broadleaf,No,Yes,E,380023-2021-09-05,24/05/2021,22,37,15,6,2,20-40,1/0,,,,,,,,,,25,6,,177,,TCC10 CarbonCom,11/10/2022 12:50pm,Broadleaf,Alive,268,14,34,TCC3 CarbonCom,06/10/2023 12:25,0.02,0.03,280483.1752,241840.3764,220.7056,,West
380024,83,Birch,Healthy,4.8,,charles nicholls,5/9/2021 12:21pm,38,38,Native Broadleaf,No,Yes,E,380024-2021-09-05,24/05/2021,22,37,15,6,2,20-40,1/0,,,,,,,,,,17,5,,186,,TCC10 CarbonCom,11/10/2022 12:49pm,Broadleaf,Alive,251,11,26,TCC3 CarbonCom,06/10/2023 12:27,0.02,0.03,280485.2743,241840.9714,220.7584,,West
380025,69,Alder,Healthy,6.7,,charles nicholls,5/9/2021 12:19pm,38,38,Native Broadleaf,No,Yes,E,380025-2021-09-05,24/05/2021,22,37,15,5,6,20-60,1u1,,,,,,,,,,17,,,127,,TCC10 CarbonCom,11/10/2022 12:49pm,Broadleaf,Alive,192,11,32,TCC3 CarbonCom,06/10/2023 12:29,0.02,0.03,280486.9781,241841.6698,220.8439,,West
380026,85,Birch,Healthy,4.7,Multistem ,charles nicholls,5/9/2021 12:17pm,38,38,Native Broadleaf,No,Yes,E,380026-2021-09-05,24/05/2021,22,37,15,6,2,20-40,1/0,,,,,,,,,,14,5,,179,,TCC10 CarbonCom,11/10/2022 12:48pm,Broadleaf,Alive,288,13,29,TCC3 CarbonCom,06/10/2023 12:31,0.02,0.03,280488.5536,241841.8953,220.8866,,West
380027,89,Birch,Healthy,6.2,,charles nicholls,5/9/2021 12:17pm,38,38,Native Broadleaf,No,Yes,E,380027-2021-09-05,24/05/2021,22,37,15,6,2,20-40,1/0,,,,,,,,,,32,9,,173,,TCC10 CarbonCom,11/10/2022 12:48pm,Broadleaf,Alive,261,18,53,TCC3 CarbonCom,06/10/2023 12:34,0.02,0.03,280490.4643,241842.5769,221.0161,,West
380028,61,Birch,Healthy,3.9,,charles nicholls,5/9/2021 12:16pm,38,38,Native Broadleaf,No,Yes,E,380028-2021-09-05,24/05/2021,22,37,15,4,2,20-40,1/0,,,,,,,,,,11,,,119,,TCC10 CarbonCom,11/10/2022 12:47pm,Broadleaf,Alive,156,4,17,TCC3 CarbonCom,06/10/2023 12:37,0.01,0.02,280492.4672,241843.059,221.0201,,West
380029,65,Alder,Healthy,7,,charles nicholls,5/9/2021 12:15pm,38,38,Native Broadleaf,No,Yes,E,380029-2021-09-05,24/05/2021,22,37,15,4,6,20-60,1u1,,,,,,,,,,21,5,,153,,TCC10 CarbonCom,11/10/2022 12:47pm,Broadleaf,Alive,242,20,43,TCC3 CarbonCom,06/10/2023 12:39,0.01,0.02,280494.1863,241843.4755,221.1138,,West
380030,76,Alder,Healthy,8.3,,charles nicholls,5/9/2021 12:14pm,38,38,Native Broadleaf,No,Yes,E,380030-2021-09-05,24/05/2021,22,37,15,5,6,20-60,1u1,,,,,,,,,,19,4,,130,,TCC10 CarbonCom,11/10/2022 12:46pm,Broadleaf,Alive,216,14,42,TCC3 CarbonCom,06/10/2023 12:41,0.01,0.02,280495.9494,241844.1803,221.2475,,West
380031,79,Alder,Healthy,8.5,,Rebecca Bates,5/9/2021 12:07pm,38,38,Native Broadleaf,No,Yes,E,380031-2021-09-05,24/05/2021,22,37,15,5,6,20-60,1u1,,,,,,,,,,25,4,,150,,TCC11 CarbonCom,11/10/2022 12:43pm,Broadleaf,Alive,215,15,43,TCC5 CarbonCom,06/10/2023 12:32,0.01,0.02,280495.5818,241845.9564,221.3497,,West
380032,49,Cherry,Healthy,5.7,,Rebecca Bates,5/9/2021 12:09pm,38,38,Native Broadleaf,No,Yes,E,380032-2021-09-05,24/05/2021,22,37,15,3,3,25-40,1u1,,,,,,,,,,10,,,109,,TCC11 CarbonCom,11/10/2022 12:44pm,Broadleaf,Alive,137,4,15,TCC5 CarbonCom,06/10/2023 12:31,0.01,0.02,280493.6639,241845.6659,221.26,,West
380033,116,Rowan,Vigorous ,9.8,,Rebecca Bates,5/9/2021 12:11pm,38,38,Native Broadleaf,No,Yes,E,380033-2021-09-05,24/05/2021,22,37,15,8,5,30-40,1+0,,,,,,,,,,20,11,,217,,TCC11 CarbonCom,11/10/2022 12:47pm,Broadleaf,Alive,300,17,29,TCC5 CarbonCom,06/10/2023 12:30,0.02,0.03,280491.9489,241845.1096,221.1197,,West
380034,99.5,Birch,Vigorous ,6.8,,Rebecca Bates,5/9/2021 12:12pm,38,38,Native Broadleaf,No,Yes,E,380034-2021-09-05,24/05/2021,22,37,15,7,2,20-40,1/0,,,,,,,,,,16,4,,178,,TCC11 CarbonCom,11/10/2022 12:48pm,Broadleaf,Alive,267,12,14,TCC5 CarbonCom,06/10/2023 12:28,0.01,0.02,280490.2652,241844.5207,221.0412,,West
380035,78,Birch,Healthy,5,,Rebecca Bates,5/9/2021 12:14pm,38,38,Native Broadleaf,No,Yes,E,380035-2021-09-05,24/05/2021,22,37,15,5,2,20-40,1/0,,,,,,,,,,20,7,,203,,TCC11 CarbonCom,11/10/2022 12:49pm,Broadleaf,Alive,295,16,35,TCC5 CarbonCom,06/10/2023 12:26,0.01,0.02,280488.1832,241844.1119,220.9922,,West
380036,55.5,Alder,Healthy,7,,Rebecca Bates,5/9/2021 12:17pm,38,38,Native Broadleaf,No,Yes,E,380036-2021-09-05,24/05/2021,22,37,15,4,6,20-60,1u1,,,,,,,,,,13,,,100,,TCC11 CarbonCom,11/10/2022 12:49pm,Broadleaf,Alive,157,6,27,TCC5 CarbonCom,06/10/2023 12:24,0.02,0.03,280486.5134,241843.5009,220.8736,,West
380037,78,Birch,Healthy,5.5,,Rebecca Bates,5/9/2021 12:19pm,38,38,Native Broadleaf,No,Yes,E,380037-2021-09-05,24/05/2021,22,37,15,5,2,20-40,1/0,,,,,,,,,,19,7,,196,,TCC11 CarbonCom,11/10/2022 12:51pm,Broadleaf,Alive,331,16,30,TCC5 CarbonCom,06/10/2023 12:22,0.01,0.02,280484.8199,241843.1337,220.7836,,West
380038,63,Cherry,Healthy,7.4,,Rebecca Bates,5/9/2021 12:22pm,38,38,Native Broadleaf,No,Yes,E,380038-2021-09-05,24/05/2021,22,37,15,4,3,25-40,1u1,,,,,,,,,,14,,,124,,TCC11 CarbonCom,11/10/2022 12:51pm,Broadleaf,Alive,155,5,20,TCC5 CarbonCom,06/10/2023 12:20,0.01,0.02,280483.0185,241842.3326,220.7909,,West
380039,58.5,Alder,Healthy,5.8,,Rebecca Bates,5/9/2021 12:23pm,38,38,Native Broadleaf,No,Yes,E,380039-2021-09-05,24/05/2021,22,37,15,4,6,20-60,1u1,,,,,,,,,,21,,,124,,TCC11 CarbonCom,11/10/2022 12:52pm,Broadleaf,Alive,192,9,35,TCC5 CarbonCom,06/10/2023 12:19,0.01,0.02,280481.1405,241841.8435,220.6558,,West
380040,38,Alder,Healthy,6.1,,Rebecca Bates,5/9/2021 12:25pm,38,38,Native Broadleaf,No,Yes,E,380040-2021-09-05,24/05/2021,22,37,15,3,6,20-60,1u1,,,,,,,,,,15,,,105,,TCC11 CarbonCom,11/10/2022 12:52pm,Broadleaf,Alive,169,7,27,TCC5 CarbonCom,06/10/2023 12:17,0.01,0.02,280479.3865,241840.8949,220.6228,,West
380041,38,Alder,Healthy,4.2,,charles nicholls,5/9/2021 12:04pm,38,38,Native Broadleaf,No,Yes,E,380041-2021-09-05,24/05/2021,22,37,15,3,6,20-60,1u1,,,,,,,,,,18,,,106,,TCC7 CarbonCom,11/10/2022 12:51pm,Broadleaf,Alive,180,9,35,TCC4 CarbonCom,06/10/2023 12:12,0.02,0.02,280478.946,241843.2089,220.713,,West
380042,85,Alder,Healthy,8.5,,charles nicholls,5/9/2021 12:05pm,38,38,Native Broadleaf,No,Yes,E,380042-2021-09-05,24/05/2021,22,37,15,6,6,20-60,1u1,,,,,,,,,,21,,,128,,TCC7 CarbonCom,11/10/2022 12:50pm,Broadleaf,Alive,179,8,41,TCC4 CarbonCom,06/10/2023 12:14,0.02,0.02,280480.8437,241843.7598,220.7472,,West
380043,88,Birch,Healthy,4.8,,charles nicholls,5/9/2021 12:06pm,38,38,Native Broadleaf,No,Yes,E,380043-2021-09-05,24/05/2021,22,37,15,6,2,20-40,1/0,,,,,,,,,,20,6,,192,,TCC7 CarbonCom,11/10/2022 12:50pm,Broadleaf,Alive,270,12,35,TCC4 CarbonCom,06/10/2023 12:15,0.01,0.02,280482.4718,241844.3469,220.8367,,West
380044,,Birch,Dead,,,charles nicholls,5/9/2021 12:07pm,38,38,Native Broadleaf,No,Yes,E,380044-2021-09-05,24/05/2021,22,37,15,0,1,30-100muk,1u2,,,,,checked,4,53,Heather Allen,22/5/2022 1:12pm,6,,,82,,TCC7 CarbonCom,11/10/2022 12:49pm,Broadleaf,Alive,157,4,13,TCC4 CarbonCom,06/10/2023 12:17,0.01,0.02,280484.4551,241844.8274,220.8703,,West
380045,100,Rowan,Healthy,6.7,,charles nicholls,5/9/2021 12:08pm,38,38,Native Broadleaf,No,Yes,E,380045-2021-09-05,24/05/2021,22,37,15,7,5,30-40,1+0,,,,,,,,,,15,6,,163,,TCC7 CarbonCom,11/10/2022 12:48pm,Broadleaf,Alive,232,11,21,TCC4 CarbonCom,06/10/2023 12:17,0.02,0.02,280486.2937,241845.4442,220.9314,,West
380046,47,Oak,Healthy,8.5,,charles nicholls,5/9/2021 12:08pm,38,38,Native Broadleaf,No,Yes,E,380046-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,10,,,80,,TCC7 CarbonCom,11/10/2022 12:47pm,Broadleaf,Alive,98,,16,TCC4 CarbonCom,06/10/2023 12:19,0.02,0.02,280487.7928,241845.8789,221.0082,,West
380047,45,Oak,Healthy,5.6,,charles nicholls,5/9/2021 12:10pm,38,38,Native Broadleaf,No,Yes,E,380047-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,10,,,90,,TCC7 CarbonCom,11/10/2022 12:46pm,Broadleaf,Alive,110,,15,TCC4 CarbonCom,06/10/2023 12:19,0.02,0.02,280489.8256,241846.3366,221.0677,,West
380048,104,Birch,Vigorous ,6.8,,charles nicholls,5/9/2021 12:11pm,38,38,Native Broadleaf,No,Yes,E,380048-2021-09-05,24/05/2021,22,37,15,7,2,20-40,1/0,,,,,,,,,,24,9,,220,,TCC7 CarbonCom,11/10/2022 12:45pm,Broadleaf,Alive,316,16,35,TCC4 CarbonCom,06/10/2023 12:20,0.02,0.02,280491.5013,241847.0646,221.1739,,West
380049,81,Alder,Vigorous ,6.9,,charles nicholls,5/9/2021 12:12pm,38,38,Native Broadleaf,No,Yes,E,380049-2021-09-05,24/05/2021,22,37,15,5,6,20-60,1u1,,,,,,,,,,26,3,,163,,TCC7 CarbonCom,11/10/2022 12:44pm,Broadleaf,Alive,168,11,41,TCC4 CarbonCom,06/10/2023 12:21,0.01,0.02,280493.3457,241847.656,221.2603,,West
380050,70,Alder,Healthy,6.9,,charles nicholls,5/9/2021 12:13pm,38,38,Native Broadleaf,No,Yes,E,380050-2021-09-05,24/05/2021,22,37,15,5,6,20-60,1u1,,,,,,,,,,30,10,,189,,TCC7 CarbonCom,11/10/2022 12:42pm,Broadleaf,Alive,171,26,56,TCC3 CarbonCom,14/10/2023 17:35,0.01,0.02,280495.0534,241848.0312,221.5273,BROKEN TIP,West
380051,95.5,Birch,Healthy,4.6,,Bonnie Waring,5/9/2021 12:03pm,38,38,Native Broadleaf,No,Yes,E,380051-2021-09-05,24/05/2021,22,37,15,6,2,20-40,1/0,,,,,,,,,,24,8,,202,,TCC10 CarbonCom,11/10/2022 12:40pm,Broadleaf,Alive,302,20,44,TCC3 CarbonCom,06/10/2023 12:02,0.01,0.02,280495.1221,241850.2076,221.4636,,West
380052,75.5,Birch,Healthy,2,,Bonnie Waring,5/9/2021 12:04pm,38,38,Native Broadleaf,No,Yes,E,380052-2021-09-05,24/05/2021,22,37,15,5,2,20-40,1/0,,,,,,,,,,16,6,,173,,TCC10 CarbonCom,11/10/2022 12:41pm,Broadleaf,Alive,236,13,25,TCC3 CarbonCom,06/10/2023 12:04,0.01,0.02,280493.2404,241849.5008,221.3468,,West
380053,64.5,Birch,Healthy,2,,Bonnie Waring,5/9/2021 12:06pm,38,38,Native Broadleaf,No,Yes,E,380053-2021-09-05,24/05/2021,22,37,15,4,2,20-40,1/0,,,,,,,,,,15,,,125,,TCC10 CarbonCom,11/10/2022 12:41pm,Broadleaf,Alive,193,6,24,TCC3 CarbonCom,06/10/2023 12:06,0.01,0.02,280491.4334,241848.9843,221.2892,,West
380054,43,Oak,Healthy,3.5,,Bonnie Waring,5/9/2021 12:08pm,38,38,Native Broadleaf,No,Yes,E,380054-2021-09-05,24/05/2021,22,37,15,3,1,30-100muk,1u2,,,,,,,,,,11,,,80,,TCC10 CarbonCom,11/10/2022 12:42pm,Broadleaf,Alive,88,,8,TCC3 CarbonCom,06/10/2023 12:08,0.01,0.02,280489.1877,241848.2302,221.1594,,West
380055,,Aspen,Dead,,,Bonnie Waring,5/9/2021 12:09pm,38,38,Native Broadleaf,No,Yes,E,380055-2021-09-05,24/05/2021,22,37,15,0,,,,,,,,checked,3,49,Heather Allen,22/5/2022 1:13pm,6,,,75,,TCC10 CarbonCom,11/10/2022 12:42pm,Broadleaf,Alive,129,,8,TCC3 CarbonCom,06/10/2023 12:09,0.01,0.02,280487.5594,241847.6935,221.0696,,West
380056,73,Oak,Healthy,6.8,,Bonnie Waring,5/9/2021 12:09pm,38,38,Native Broadleaf,No,Yes,E,380056-2021-09-05,24/05/2021,22,37,15,5,1,30-100muk,1u2,,,,,,,,,,14,,,95,,TCC10 CarbonCom,11/10/2022 12:43pm,Broadleaf,Alive,97,,18,TCC3 CarbonCom,06/10/2023 12:11,0.01,0.02,280485.4729,241847.1683,221.1062,,West
380057,57,Alder,Healthy,4.6,,Bonnie Waring,5/9/2021 12:10pm,38,38,Native Broadleaf,No,Yes,E,380057-2021-09-05,24/05/2021,22,37,15,4,6,20-60,1u1,,,,,,,,,,18,,,109,,TCC10 CarbonCom,11/10/2022 12:43pm,Broadleaf,Alive,178,12,33,TCC3 CarbonCom,06/10/2023 12:12,0.01,0.02,280483.7904,241846.5375,221.0062,,West
380058,47,Cherry,Healthy,2.9,,Bonnie Waring,5/9/2021 12:11pm,38,38,Native Broadleaf,No,Yes,E,380058-2021-09-05,24/05/2021,22,37,15,3,3,25-40,1u1,,,,,,,,,,11,,,72,,TCC10 CarbonCom,11/10/2022 12:44pm,Broadleaf,Alive,92,,15,TCC3 CarbonCom,06/10/2023 12:14,0.01,0.02,280482.1638,241846.1309,220.9496,,West
380059,,Birch,Dead,,,Bonnie Waring,5/9/2021 12:12pm,38,38,Native Broadleaf,No,Yes,E,380059-2021-09-05,24/05/2021,22,37,15,0,,,,,,,,checked,4,36.5,charles nicholls,22/5/2022 1:12pm,4,,,46,,TCC10 CarbonCom,11/10/2022 12:44pm,Broadleaf,Alive,107,,8,TCC3 CarbonCom,06/10/2023 12:16,0.01,0.02,280480.3221,241845.6131,220.9027,,West
