Barcode,Height (cm),Tree type,Health,Diameter (mm),Notes,Created By,Date,Cell No.,Link Record,Tree classification,Basalt,Soil Innoculation,Group (from Link Record),Download image name,Cell Planted Date (from Link Record),Plant week no (from Link Record),1st Measure Week No.,Weeks of growth to first measure,Height/Week of growth (cm),Plant height reference,Size range at planting (cm),Age (from Plant height reference 2),Diameter (mm) 12-21,Height (cm) 12-21,12-21 Update date,12-21 Updated by,Replanted 2-22,Diameter at base 2-22 replant,Height 2-22 replant,Replant measured by,Replant 2-22 measure date,Base Diameter (mm) (10-22),Diameter at 1.3m (mm) (10-22),Top Whorl Height (cm) (10-22),Height to tip (cm) (10-22),Dead (10-22),Remeasured 10-22 by,10-22 Remeasure date,Conifer/ Broadleaf,Health (10-23),"Height to tip (cm, 10-23)","Diameter at 1.3m (mm, 10-23)","Base Diameter (mm, 10-23)",Collector (10-23),10-23 Data Collection,Location Est X/Y accuracy,Location Est Z accuracy,X,Y,Z,Notes 10-23,Location Offset
520050,77,Birch,Healthy,4.1,,Elizabeth Wakely,18/9/2021 2:31pm,52,52,Native Broadleaf,No,Yes,F,520050-2021-09-18,24/05/2021,22,38,16,5,2,20-40,1/0,,,,,,,,,,14,3,,159,,TCC13 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,182,5,19,TCC2 CarbonCom,14/10/2023 16:49,0.01,0.02,280477.8549,241629.9181,219.9141,,North West
520051,,Birch,Dead,,,charles nicholls,18/9/2021 2:31pm,52,52,Native Broadleaf,No,Yes,F,520051-2021-09-18,24/05/2021,22,38,16,0,,,,,,,,checked,2,51,Heather Allen,22/5/2022 12:45pm,8,,,99,,TCC10 CarbonCom,11/10/2022 3:21pm,Broadleaf,Alive,187,5,19,TCC12 CarbonCom,12/10/2023 11:46,0.02,0.02,280477.364,241631.841,219.6623,,North West
520052,32,Birch,Healthy,2.8,,charles nicholls,18/9/2021 2:29pm,52,52,Native Broadleaf,No,Yes,F,520052-2021-09-18,24/05/2021,22,38,16,2,2,20-40,1/0,,,,,,,,,,9,2,,134,,TCC10 CarbonCom,11/10/2022 3:20pm,Broadleaf,Alive,177,5,13,TCC12 CarbonCom,12/10/2023 11:47,0.02,0.03,280479.0038,241632.4831,219.9936,,North West
520053,67,Birch,Healthy,3.5,,charles nicholls,18/9/2021 2:28pm,52,52,Native Broadleaf,No,Yes,F,520053-2021-09-18,24/05/2021,22,38,16,4,2,20-40,1/0,,,,,,,,,,10,2,,140,,TCC10 CarbonCom,11/10/2022 3:19pm,Broadleaf,Alive,173,4,14,TCC12 CarbonCom,12/10/2023 11:48,0.01,0.02,280481.0019,241633.2451,220.188,,North West
520054,74,Cherry,Healthy,6.7,,charles nicholls,18/9/2021 2:27pm,52,52,Native Broadleaf,No,Yes,F,520054-2021-09-18,24/05/2021,22,38,16,5,3,25-40,1u1,,,,,,,,,,21,6,,169,,TCC10 CarbonCom,11/10/2022 3:19pm,Broadleaf,Alive,187,8,25,TCC12 CarbonCom,12/10/2023 11:49,0.02,0.02,280482.4928,241633.8214,220.4303,,North West
520055,65,Birch,Healthy,3.8,,charles nicholls,18/9/2021 2:26pm,52,52,Native Broadleaf,No,Yes,F,520055-2021-09-18,24/05/2021,22,38,16,4,2,20-40,1/0,,,,,,,,,,13,3,,139,,TCC10 CarbonCom,11/10/2022 3:18pm,Broadleaf,Alive,182,6,17,TCC12 CarbonCom,12/10/2023 11:50,0.02,0.03,280484.2735,241634.3517,220.6443,,North West
520056,,Aspen,Dead,,,charles nicholls,18/9/2021 2:26pm,52,52,Native Broadleaf,No,Yes,F,520056-2021-09-18,24/05/2021,22,38,16,0,,,,,,,,checked,3,67,Heather Allen,22/5/2022 12:44pm,11,1,,131,,TCC10 CarbonCom,11/10/2022 3:18pm,Broadleaf,Alive,242,11,33,TCC12 CarbonCom,12/10/2023 11:51,0.02,0.03,280486.1652,241635.04,220.9125,,North West
520057,57,Alder,Healthy,6.5,,charles nicholls,18/9/2021 2:24pm,52,52,Native Broadleaf,No,Yes,F,520057-2021-09-18,24/05/2021,22,38,16,4,6,20-60,1u1,,,,,,,,,,18,,,117,,TCC10 CarbonCom,11/10/2022 3:18pm,Broadleaf,Alive,206,16,45,TCC12 CarbonCom,12/10/2023 11:53,0.01,0.02,280488.2727,241635.5553,221.0524,,North West
520058,67,Birch,Healthy,4.7,,charles nicholls,18/9/2021 2:23pm,52,52,Native Broadleaf,No,Yes,F,520058-2021-09-18,24/05/2021,22,38,16,4,2,20-40,1/0,,,,,,,,,,15,4,,161,,TCC10 CarbonCom,11/10/2022 3:17pm,Broadleaf,Alive,204,7,20,TCC12 CarbonCom,12/10/2023 11:55,0.02,0.03,280489.8675,241636.1156,221.2843,,North West
520059,,Birch,Dead,,,charles nicholls,18/9/2021 2:22pm,52,52,Native Broadleaf,No,Yes,F,520059-2021-09-18,24/05/2021,22,38,16,0,,,,,,,,checked,1,38,Heather Allen,22/5/2022 12:43pm,6,,,76,,TCC10 CarbonCom,11/10/2022 3:17pm,Broadleaf,Alive,106,,16,TCC12 CarbonCom,12/10/2023 11:57,0.02,0.03,280491.617,241636.5574,221.4154,,North West
520060,46,Birch,Healthy,3.7,,charles nicholls,18/9/2021 2:21pm,52,52,Native Broadleaf,No,Yes,F,520060-2021-09-18,24/05/2021,22,38,16,3,6,20-60,1u1,,,,,checked,2,51,Heather Allen,22/5/2022 12:42pm,8,,,104,,TCC10 CarbonCom,11/10/2022 3:16pm,Broadleaf,Alive,170,6,17,TCC12 CarbonCom,12/10/2023 11:58,0.02,0.04,280493.4799,241637.2863,221.744,,North West
520061,98,Rowan,Healthy,9,,charles nicholls,18/9/2021 2:20pm,52,52,Native Broadleaf,No,Yes,F,520061-2021-09-18,24/05/2021,22,38,16,6,5,30-40,1+0,,,,,,,,,,24,7,,147,,TCC9 CarbonCom,11/10/2022 3:18pm,Broadleaf,Alive,224,12,33,TCC3 CarbonCom,12/10/2023 12:01,0.08,0.07,280493.0216,241639.3813,221.7112,,North West
520062,92,Aspen,Vigorous ,6.7,,charles nicholls,18/9/2021 2:18pm,52,52,Native Broadleaf,No,Yes,F,520062-2021-09-18,24/05/2021,22,38,16,6,4,30-40,1+1,,,,,,,,,,25,9,,237,,TCC9 CarbonCom,11/10/2022 3:17pm,Broadleaf,Alive,280,16,32,TCC3 CarbonCom,12/10/2023 11:57,0.04,0.04,280491.4127,241638.6706,221.4476,,North West
520063,43,Oak,Healthy,4.4,,charles nicholls,18/9/2021 2:17pm,52,52,Native Broadleaf,No,Yes,F,520063-2021-09-18,24/05/2021,22,38,16,3,1,30-100muk,1u2,,,,,,,,,,13,,,98,,TCC9 CarbonCom,11/10/2022 3:16pm,Broadleaf,Alive,116,,13,TCC3 CarbonCom,12/10/2023 11:56,0.03,0.03,280489.304,241637.9364,221.1608,,North West
520064,70,Alder,Healthy,7.6,,charles nicholls,18/9/2021 2:15pm,52,52,Native Broadleaf,No,Yes,F,520064-2021-09-18,24/05/2021,22,38,16,4,6,20-60,1u1,,,,,,,,,,27,4,,141,,TCC9 CarbonCom,11/10/2022 3:16pm,Broadleaf,Alive,226,21,48,TCC3 CarbonCom,12/10/2023 11:55,0.04,0.04,280487.5319,241637.5962,221.1334,,North West
520065,38,Birch,Healthy,3.6,,charles nicholls,18/9/2021 2:15pm,52,52,Native Broadleaf,No,Yes,F,520065-2021-09-18,24/05/2021,22,38,16,2,2,20-40,1/0,,,,,,,,,,11,3,,138,,TCC9 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,189,6,14,TCC3 CarbonCom,12/10/2023 11:53,0.03,0.07,280485.9469,241636.8305,220.8662,,North West
520066,85,Rowan,Healthy,7.7,,charles nicholls,18/9/2021 2:14pm,52,52,Native Broadleaf,No,Yes,F,520066-2021-09-18,24/05/2021,22,38,16,5,5,30-40,1+0,,,,,,,,,,21,10,,175,,TCC9 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,260,17,27,TCC3 CarbonCom,12/10/2023 11:51,0.05,0.04,280484.1406,241636.2343,220.6212,,North West
520067,30,Oak,Healthy,5.2,,charles nicholls,18/9/2021 2:12pm,52,52,Native Broadleaf,No,Yes,F,520067-2021-09-18,24/05/2021,22,38,16,2,1,30-100muk,1u2,,,,,,,,,,6,,,71,,TCC9 CarbonCom,11/10/2022 3:14pm,Broadleaf,Alive,90,,8,TCC3 CarbonCom,12/10/2023 11:50,0.04,0.04,280482.1602,241635.5904,220.3951,,North West
520068,31,Birch,Healthy,3.6,,charles nicholls,18/9/2021 2:11pm,52,52,Native Broadleaf,No,Yes,F,520068-2021-09-18,24/05/2021,22,38,16,2,2,20-40,1/0,,,,,,,,,,7,,,63,,TCC9 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,80,,5,TCC3 CarbonCom,12/10/2023 11:48,0.02,0.02,280480.523,241634.9484,220.0859,,North West
520069,34,Alder,Healthy,3.1,,charles nicholls,18/9/2021 2:10pm,52,52,Native Broadleaf,No,Yes,F,520069-2021-09-18,24/05/2021,22,38,16,2,6,20-60,1u1,,,,,,,,,,14,,,92,,TCC9 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,170,7,24,TCC3 CarbonCom,12/10/2023 11:47,0.02,0.04,280478.7354,241634.2921,220.022,,North West
520070,63,Cherry,Healthy,6.6,,charles nicholls,18/9/2021 2:08pm,52,52,Native Broadleaf,No,Yes,F,520070-2021-09-18,24/05/2021,22,38,16,4,3,25-40,1u1,,,,,,,,,,10,,,77,,TCC9 CarbonCom,11/10/2022 3:12pm,Broadleaf,Alive,90,,9,TCC3 CarbonCom,12/10/2023 11:46,0.01,0.02,280476.9067,241633.6118,219.8002,,North West
520071,84,Birch,Vigorous ,10.3,,charles nicholls,18/9/2021 2:07pm,52,52,Native Broadleaf,No,Yes,F,520071-2021-09-18,24/05/2021,22,38,16,5,4,30-40,1+1,,,,,,,,,,17,3,,147,,TCC12 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,213,7,26,TCC11 CarbonCom,12/10/2023 11:51,0.02,0.03,280476.569,241635.5413,219.6844,,North West
520072,73,Rowan,Healthy,9.3,,charles nicholls,18/9/2021 2:07pm,52,52,Native Broadleaf,No,Yes,F,520072-2021-09-18,24/05/2021,22,38,16,5,5,30-40,1+0,,,,,,,,,,23,10,,191,,TCC12 CarbonCom,11/10/2022 3:14pm,Broadleaf,Alive,253,14,30,TCC11 CarbonCom,12/10/2023 11:53,0.02,0.03,280478.2586,241636.1492,219.8958,,North West
520073,52,Oak,Healthy,11.9,,charles nicholls,18/9/2021 2:05pm,52,52,Native Broadleaf,No,Yes,F,520073-2021-09-18,24/05/2021,22,38,16,3,1,30-100muk,1u2,,,,,,,,,,13,5,,175,,TCC12 CarbonCom,11/10/2022 3:14pm,Broadleaf,Dieback + new growth,159,7,20,TCC11 CarbonCom,12/10/2023 11:55,0.02,0.03,280479.9713,241636.6369,220.0233,,North West
520074,63,Birch,Healthy,5,,charles nicholls,18/9/2021 2:04pm,52,52,Native Broadleaf,No,Yes,F,520074-2021-09-18,24/05/2021,22,38,16,4,4,30-40,1+1,,,,,,,,,,18,3,,147,,TCC12 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,204,6,22,TCC11 CarbonCom,12/10/2023 11:58,0.03,0.03,280481.9215,241637.4746,220.26,,North West
520075,36,Birch,Healthy,2.5,,charles nicholls,18/9/2021 2:03pm,52,52,Native Broadleaf,No,Yes,F,520075-2021-09-18,24/05/2021,22,38,16,2,2,20-40,1/0,,,,,,,,,,13,2,,130,,TCC12 CarbonCom,11/10/2022 3:16pm,Broadleaf,Alive,179,6,15,TCC11 CarbonCom,12/10/2023 11:59,0.03,0.03,280483.6914,241638.1623,220.4882,,North West
520076,37,Oak,Healthy,6.4,,charles nicholls,18/9/2021 2:01pm,52,52,Native Broadleaf,No,Yes,F,520076-2021-09-18,24/05/2021,22,38,16,2,1,30-100muk,1u2,,,,,,,,,,10,,,93,,TCC12 CarbonCom,11/10/2022 3:16pm,Broadleaf,Alive,99,,16,TCC11 CarbonCom,12/10/2023 12:02,0.02,0.03,280485.3249,241638.527,220.647,,North West
520077,36.5,Birch,Healthy,3.9,,charles nicholls,18/9/2021 1:58pm,52,52,Native Broadleaf,No,Yes,F,520077-2021-09-18,24/05/2021,22,38,16,2,4,30-40,1+1,,,,,,,,,,11,,,129,,TCC12 CarbonCom,11/10/2022 3:18pm,Broadleaf,Alive,161,3,13,TCC2 CarbonCom,12/10/2023 12:00,0.06,0.04,280487.2784,241639.4625,220.9057,,North West
520078,89,Birch,Vigorous ,4.7,,charles nicholls,18/9/2021 1:57pm,52,52,Native Broadleaf,No,Yes,F,520078-2021-09-18,24/05/2021,22,38,16,6,2,20-40,1/0,,,,,,,,,,21,8,,190,,TCC4 CarbonCom,11/10/2022 3:19pm,Broadleaf,Alive,295,18,47,TCC2 CarbonCom,12/10/2023 11:58,0.07,0.05,280488.9442,241639.8926,221.0942,,North West
520079,60.5,Birch,Healthy,4.8,,charles nicholls,18/9/2021 1:56pm,52,52,Native Broadleaf,No,Yes,F,520079-2021-09-18,24/05/2021,22,38,16,4,2,20-40,1/0,,,,,,,,,,12,,,125,,TCC4 CarbonCom,11/10/2022 3:20pm,Broadleaf,Alive,157,3,15,TCC2 CarbonCom,12/10/2023 11:57,0.03,0.03,280490.6697,241640.5601,221.2827,,North West
520080,,Birch,Dead,,,charles nicholls,18/9/2021 1:55pm,52,52,Native Broadleaf,No,Yes,F,520080-2021-09-18,24/05/2021,22,38,16,0,,,,,,,,checked,3,61,Heather Allen,22/5/2022 12:41pm,11,,,110,,TCC4 CarbonCom,11/10/2022 3:21pm,Broadleaf,Alive,187,7,17,TCC2 CarbonCom,12/10/2023 11:56,0.03,0.05,280492.5019,241641.228,221.5165,,North West
520081,40,Birch,Healthy,3.4,,charles nicholls,18/9/2021 1:51pm,52,52,Native Broadleaf,No,Yes,F,520081-2021-09-18,24/05/2021,22,38,16,3,2,20-40,1/0,,,,,,,,,,9,,,124,,TCC10 CarbonCom,11/10/2022 3:16pm,Broadleaf,Alive,152,3,12,TCC12 CarbonCom,12/10/2023 11:59,0.02,0.03,280492.0814,241643.0574,221.394,,North West
520082,80,Birch,Healthy,4.3,,charles nicholls,18/9/2021 1:50pm,52,52,Native Broadleaf,No,Yes,F,520082-2021-09-18,24/05/2021,22,38,16,5,2,20-40,1/0,,,,,,,,,,15,5,,169,,TCC10 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,257,12,28,TCC2 CarbonCom,14/10/2023 16:50,0.01,0.02,280490.3152,241642.4316,221.1779,,North West
520083,68,Birch,Healthy,4.5,,charles nicholls,18/9/2021 1:49pm,52,52,Native Broadleaf,No,Yes,F,520083-2021-09-18,24/05/2021,22,38,16,4,2,20-40,1/0,,,,,,,,,,13,3,,149,,TCC10 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,218,7,25,TCC12 CarbonCom,12/10/2023 12:02,0.01,0.02,280488.8162,241641.7637,221.0159,,North West
520084,54,Birch,Healthy,5.3,,charles nicholls,18/9/2021 1:49pm,52,52,Native Broadleaf,No,Yes,F,520084-2021-09-18,24/05/2021,22,38,16,3,2,20-40,1/0,,,,,,,,,,13,3,,149,,TCC10 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,206,8,19,TCC12 CarbonCom,12/10/2023 12:06,0.02,0.02,280486.9052,241641.2831,220.8272,,North West
520085,88,Rowan,Healthy,7,,charles nicholls,18/9/2021 1:48pm,52,52,Native Broadleaf,No,Yes,F,520085-2021-09-18,24/05/2021,22,38,16,6,5,30-40,1+0,,,,,,,,,,18,6,,159,,TCC10 CarbonCom,11/10/2022 3:14pm,Broadleaf,Alive,221,11,26,TCC12 CarbonCom,12/10/2023 12:07,0.01,0.02,280485.0406,241640.686,220.7182,,North West
520086,47,Birch,Healthy,3.3,,charles nicholls,18/9/2021 1:47pm,52,52,Native Broadleaf,No,Yes,F,520086-2021-09-18,24/05/2021,22,38,16,3,2,20-40,1/0,,,,,,,,,,11,2,,135,,TCC10 CarbonCom,11/10/2022 3:14pm,Broadleaf,Alive,155,4,15,TCC12 CarbonCom,12/10/2023 12:08,0.01,0.02,280483.1874,241640.0121,220.4431,,North West
520087,39,Birch,Healthy,3.3,,charles nicholls,18/9/2021 1:46pm,52,52,Native Broadleaf,No,Yes,F,520087-2021-09-18,24/05/2021,22,38,16,2,2,20-40,1/0,,,,,,,,,,10,3,,156,,TCC10 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,164,4,16,TCC2 CarbonCom,12/10/2023 12:08,0.01,0.02,280481.6381,241639.5894,220.2329,,North West
520088,81,Alder,Vigorous ,10.2,,charles nicholls,18/9/2021 1:45pm,52,52,Native Broadleaf,No,Yes,F,520088-2021-09-18,24/05/2021,22,38,16,5,6,20-60,1u1,,,,,,,,,,32,7,,167,,TCC10 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,284,23,55,TCC11 CarbonCom,12/10/2023 12:07,0.01,0.02,280479.4117,241638.8171,220.0502,,North West
520089,86,Alder,Vigorous ,9.4,,charles nicholls,18/9/2021 1:43pm,52,52,Native Broadleaf,No,Yes,F,520089-2021-09-18,24/05/2021,22,38,16,5,6,20-60,1u1,,,,,,,,,,31,9,,170,,TCC10 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,268,21,50,TCC11 CarbonCom,12/10/2023 12:05,0.02,0.02,280478.0683,241638.3114,219.8067,,North West
520090,68,Alder,Healthy,10.7,,charles nicholls,18/9/2021 1:43pm,52,52,Native Broadleaf,No,Yes,F,520090-2021-09-18,24/05/2021,22,38,16,4,6,20-60,1u1,,,,,,,,,,18,,,121,,TCC10 CarbonCom,11/10/2022 3:12pm,Broadleaf,Alive,204,7,40,TCC11 CarbonCom,12/10/2023 12:03,0.02,0.03,280476.1327,241637.6456,219.6314,,North West
520091,77,Cherry,Healthy,9.3,,charles nicholls,18/9/2021 1:42pm,52,52,Native Broadleaf,No,Yes,F,520091-2021-09-18,24/05/2021,22,38,16,5,3,25-40,1u1,,,,,,,,,,17,5,,153,,TCC6 CarbonCom,11/10/2022 3:13pm,Broadleaf,Alive,171,8,23,TCC2 CarbonCom,12/10/2023 12:02,0.02,0.02,280476.538,241639.8415,219.6308,,North West
520092,62,Cherry,Healthy,6.3,,charles nicholls,18/9/2021 1:40pm,52,52,Native Broadleaf,No,Yes,F,520092-2021-09-18,24/05/2021,22,38,16,4,3,25-40,1u1,,,,,,,,,,9,,,68,,TCC6 CarbonCom,11/10/2022 3:14pm,Broadleaf,Alive,83,,11,TCC2 CarbonCom,12/10/2023 12:03,0.01,0.02,280478.0301,241640.4851,219.8367,,North West
520093,37,Alder,Healthy,,5.2,charles nicholls,18/9/2021 1:39pm,52,52,Native Broadleaf,No,Yes,F,520093-2021-09-18,24/05/2021,22,38,16,2,6,20-60,1u1,,,,,,,,,,13,,,95,,TCC6 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,124,,24,TCC2 CarbonCom,12/10/2023 12:03,0.02,0.02,280479.653,241640.8203,220.0098,,North West
520094,38,Oak,Healthy,11.7,,charles nicholls,18/9/2021 1:38pm,52,52,Native Broadleaf,No,Yes,F,520094-2021-09-18,24/05/2021,22,38,16,2,1,30-100muk,1u2,,,,,,,,,,10,,,71,,TCC6 CarbonCom,11/10/2022 3:15pm,Broadleaf,Alive,82,,27,TCC2 CarbonCom,12/10/2023 12:04,0.02,0.03,280481.6739,241641.8153,220.2436,,North West
520095,31.5,Oak,Healthy,6.7,,charles nicholls,18/9/2021 1:37pm,52,52,Native Broadleaf,No,Yes,F,520095-2021-09-18,24/05/2021,22,38,16,2,1,30-100muk,1u2,,,,,,,,,,10,,,102,,TCC6 CarbonCom,11/10/2022 3:16pm,Broadleaf,Alive,116,,16,TCC2 CarbonCom,12/10/2023 12:05,0.02,0.03,280483.4764,241642.4254,220.4729,,North West
520096,56,Cherry,Healthy,5.8,,charles nicholls,18/9/2021 1:36pm,52,52,Native Broadleaf,No,Yes,F,520096-2021-09-18,24/05/2021,22,38,16,4,3,25-40,1u1,,,,,,,,,,15,5,,152,,TCC6 CarbonCom,11/10/2022 3:17pm,Broadleaf,Alive,180,11,25,TCC2 CarbonCom,12/10/2023 12:05,0.01,0.02,280485.2648,241642.7879,220.6703,,North West
520097,69,Alder,Healthy,7.3,,charles nicholls,18/9/2021 1:34pm,52,52,Native Broadleaf,No,Yes,F,520097-2021-09-18,24/05/2021,22,38,16,4,6,20-60,1u1,,,,,,,,,,22,,,128,,TCC6 CarbonCom,11/10/2022 3:18pm,Broadleaf,Alive,211,13,37,TCC3 CarbonCom,12/10/2023 12:05,0.02,0.03,280487.0531,241643.5551,220.7986,,North West
520098,68,Alder,Healthy,6.7,,charles nicholls,18/9/2021 1:33pm,52,52,Native Broadleaf,No,Yes,F,520098-2021-09-18,24/05/2021,22,38,16,4,6,20-60,1u1,,,,,,,,,,22,,,127,,TCC6 CarbonCom,11/10/2022 3:19pm,Broadleaf,Alive,219,14,38,TCC3 CarbonCom,12/10/2023 12:04,0.02,0.03,280488.9244,241644.045,221.0511,,North West
520099,57,Birch,Healthy,10.9,Regrowing,charles nicholls,18/9/2021 1:31pm,52,52,Native Broadleaf,No,Yes,F,520099-2021-09-18,24/05/2021,22,38,16,4,1,30-100muk,1u2,,,,,checked,3,58,Heather Allen,22/5/2022 12:40pm,10,,,99,,TCC6 CarbonCom,11/10/2022 3:20pm,Broadleaf,Alive,170,4,16,TCC3 CarbonCom,12/10/2023 12:03,0.02,0.03,280490.6065,241644.6369,221.1569,,North West
520100,41,Oak,Healthy,5.9,,charles nicholls,18/9/2021 1:30pm,52,52,Native Broadleaf,No,Yes,F,520100-2021-09-18,24/05/2021,22,38,16,3,1,30-100muk,1u2,,,,,,,,,,11,,,98,,TCC6 CarbonCom,11/10/2022 3:20pm,Broadleaf,Alive,107,,12,TCC3 CarbonCom,12/10/2023 12:02,0.03,0.04,280492.3722,241645.3489,221.4693,,North West
550001,82,Cherry,Vigorous ,5.4,,charles nicholls,31/7/2021 1:32pm,55,55,Native Broadleaf,No,No,G,550001-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,17,4,,150,,TCC6 CarbonCom,11/10/2022 2:35pm,Broadleaf,Alive,176,7,23,TCC3 CarbonCom,07/10/2023 12:42,0.02,0.02,280442.051,241586.4842,215.1664,,West
550002,57,Oak,Healthy,10,,charles nicholls,31/7/2021 1:28pm,55,55,Native Broadleaf,No,No,G,550002-2021-07-31,10/05/2021,20,31,11,5,1,30-100muk,1u2,,,,,,,,,,13,,,90,,TCC6 CarbonCom,11/10/2022 2:39pm,Broadleaf,Alive,101,,21,TCC3 CarbonCom,07/10/2023 12:35,0.01,0.02,280449.2278,241588.1733,216.2009,,West
550003,77.5,Cherry,Healthy,6.7,,Oliver Nicholls,31/7/2021 1:35pm,55,55,Native Broadleaf,No,No,G,550003-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,15,3,,132,,TCC13 CarbonCom,11/10/2022 2:38pm,Broadleaf,Alive,156,4,17,TCC11 CarbonCom,07/10/2023 12:38,0.01,0.02,280448.0091,241586.0768,215.8946,,West
550004,61,Alder,Healthy,6.2,,Oliver Casale,31/7/2021 1:49pm,55,55,Native Broadleaf,No,No,G,550004-2021-07-31,10/05/2021,20,31,11,6,6,20-60,1u1,,,,,,,,,,25,,,128,,TCC12 CarbonCom,11/10/2022 2:33pm,Broadleaf,Alive,197,11,44,TCC12 CarbonCom,07/10/2023 12:45,0.01,0.02,280440.0503,241579.9762,214.7835,,West
550005,70.5,Cherry,Healthy,6.6,,Oliver Nicholls,31/7/2021 1:38pm,55,55,Native Broadleaf,No,No,G,550005-2021-07-31,10/05/2021,20,31,11,6,3,25-40,1u1,,,,,,,,,,16,5,,157,,TCC13 CarbonCom,11/10/2022 2:36pm,Broadleaf,Alive,163,6,20,charles nicholls,07/10/2023 12:41,0.01,0.02,280444.0938,241585.0877,215.3665,,West
550006,74,Cherry,Healthy,5.1,,charles nicholls,31/7/2021 1:31pm,55,55,Native Broadleaf,No,No,G,550006-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,11,,,88,,TCC6 CarbonCom,11/10/2022 2:36pm,Broadleaf,Alive,103,,12,TCC3 CarbonCom,07/10/2023 12:40,0.01,0.02,280443.5352,241586.9361,215.3442,,West
550007,63,Birch,Healthy,3.7,,charles nicholls,31/7/2021 1:33pm,55,55,Native Broadleaf,No,No,G,550007-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,20,6,,196,,TCC6 CarbonCom,11/10/2022 2:34pm,Broadleaf,Alive,276,11,33,TCC3 CarbonCom,07/10/2023 12:44,0.01,0.02,280440.1004,241586.2705,214.9241,,West
550008,68.5,Cherry,Healthy,6.8,,Oliver Nicholls,31/7/2021 1:36pm,55,55,Native Broadleaf,No,No,G,550008-2021-07-31,10/05/2021,20,31,11,6,3,25-40,1u1,,,,,,,,,,10,,,102,,TCC13 CarbonCom,11/10/2022 2:38pm,Broadleaf,Alive,113,,13,TCC11 CarbonCom,07/10/2023 12:40,0.01,0.02,280446.2411,241585.6174,215.6491,,West
550009,58,Birch,Healthy,3.1,,charles nicholls,31/7/2021 1:25pm,55,55,Native Broadleaf,No,No,G,550009-2021-07-31,10/05/2021,20,31,11,5,2,20-40,1/0,,,,,,,,,,19,4,,164,,TCC6 CarbonCom,11/10/2022 2:41pm,Broadleaf,Alive,266,12,32,TCC3 CarbonCom,07/10/2023 12:31,0.01,0.02,280452.6921,241589.0149,216.6919,,West
550010,75,Birch,Vigorous ,4.1,,charles nicholls,31/7/2021 1:26pm,55,55,Native Broadleaf,No,No,G,550010-2021-07-31,10/05/2021,20,31,11,7,2,20-40,1/0,,,,,,,,,,28,7,,196,,TCC6 CarbonCom,11/10/2022 2:40pm,Broadleaf,Alive,300,20,47,TCC3 CarbonCom,07/10/2023 12:33,0.01,0.02,280450.9895,241588.6479,216.5078,,West
550011,49,Birch,Healthy,3.1,,charles nicholls,31/7/2021 1:29pm,55,55,Native Broadleaf,No,No,G,550011-2021-07-31,10/05/2021,20,31,11,4,2,20-40,1/0,,,,,,,,,,18,6,,171,,TCC6 CarbonCom,11/10/2022 2:37pm,Broadleaf,Alive,207,7,26,TCC3 CarbonCom,07/10/2023 12:38,0.01,0.02,280445.7047,241587.3294,215.683,,West
550012,65,Birch,Healthy,4.5,,charles nicholls,31/7/2021 1:29pm,55,55,Native Broadleaf,No,No,G,550012-2021-07-31,10/05/2021,20,31,11,6,2,20-40,1/0,,,,,,,,,,27,9,,214,,TCC6 CarbonCom,11/10/2022 2:38pm,Broadleaf,Alive,324,20,42,TCC3 CarbonCom,07/10/2023 12:36,0.01,0.02,280447.3557,241587.7821,215.9193,,West
550013,78,Cherry,Vigorous ,5.9,,charles nicholls,31/7/2021 1:36pm,55,55,Native Broadleaf,No,No,G,550013-2021-07-31,10/05/2021,20,31,11,7,3,25-40,1u1,,,,,,,,,,19,,,126,,TCC9 CarbonCom,11/10/2022 2:32pm,Broadleaf,Alive,149,5,20,TCC9 CarbonCom,07/10/2023 12:43,0.01,0.01,280441.7794,241582.3335,215.0218,,West
550014,74,Alder,Healthy,5.6,,Oliver Casale,31/7/2021 1:56pm,55,55,Native Broadleaf,No,No,G,550014-2021-07-31,10/05/2021,20,31,11,7,6,20-60,1u1,,,,,,,,,,25,5,,159,,TCC12 CarbonCom,11/10/2022 2:37pm,Broadleaf,Alive,223,16,45,TCC12 CarbonCom,07/10/2023 12:38,0.02,0.03,280447.355,241581.7774,215.7602,,West
